trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
521,False,"{'a': 0.001, 'e': 0.5945205479701944}",25,12,-50.48219641576612,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
522,False,"{'a': 0.001, 'e': 0.5939263245834361}",20,5,-38.69824210196449,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
523,False,"{'a': 0.001, 'e': 0.593332695123052}",20,0,-0.9622256417871671,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
524,False,"{'a': 0.001, 'e': 0.5927396589954125}",25,0,-129.59966257887012,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
525,False,"{'a': 0.001, 'e': 0.5921472156074813}",20,0,-19.204061050018826,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
526,False,"{'a': 0.001, 'e': 0.5915553643668151}",30,0,-33.511140244560885,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
527,False,"{'a': 0.001, 'e': 0.5909641046815626}",25,2,-101.9510365533072,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 3}",1
528,False,"{'a': 0.001, 'e': 0.5903734359604639}",25,15,-24.637476725361495,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
529,False,"{'a': 0.001, 'e': 0.5897833576128504}",20,3,-64.22375172656045,"{0: 11, 1: 4, 2: 0, 3: 1, 4: 1}",1
530,False,"{'a': 0.001, 'e': 0.5891938690486437}",25,11,-85.94157789551818,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
531,False,"{'a': 0.001, 'e': 0.5886049696783552}",25,11,17.74970106245005,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.001, 'e': 0.5880166589130854}",30,22,6.6865940123532575,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.001, 'e': 0.5874289361645234}",20,0,-50.12978060320759,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
534,False,"{'a': 0.001, 'e': 0.5868418008449466}",25,0,-29.386975414261173,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
535,False,"{'a': 0.001, 'e': 0.5862552523672196}",20,0,-96.99443113045398,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
536,False,"{'a': 0.001, 'e': 0.5856692901447937}",20,9,-41.072102100769776,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
537,False,"{'a': 0.001, 'e': 0.5850839135917069}",20,5,6.09946593477156,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.001, 'e': 0.5844991221225824}",25,0,-27.447220142117235,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
539,False,"{'a': 0.001, 'e': 0.5839149151526287}",25,8,-9.789151587963596,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.001, 'e': 0.5833312920976388}",25,0,-222.1535426496824,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 4}",0
541,False,"{'a': 0.001, 'e': 0.5827482523739896}",25,8,-43.84957600145864,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
542,False,"{'a': 0.001, 'e': 0.5821657953986414}",20,1,-98.81070858928568,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 2}",1
543,False,"{'a': 0.001, 'e': 0.5815839205891371}",25,0,-92.63826200252154,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
544,False,"{'a': 0.001, 'e': 0.5810026273636019}",20,13,9.56311905847282,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.001, 'e': 0.5804219151407424}",20,8,-97.58201779348751,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
546,False,"{'a': 0.001, 'e': 0.5798417833398464}",20,7,22.4603456433054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.001, 'e': 0.579262231380782}",25,17,-13.804539901862814,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
548,False,"{'a': 0.001, 'e': 0.5786832586839974}",25,0,-95.921498050636,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
549,False,"{'a': 0.001, 'e': 0.5781048646705196}",20,11,-23.784610827904487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
550,False,"{'a': 0.001, 'e': 0.5775270487619547}",20,6,-41.397926190053155,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
551,False,"{'a': 0.001, 'e': 0.5769498103804866}",30,0,-105.38015139167234,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",1
552,False,"{'a': 0.001, 'e': 0.5763731489488771}",30,7,-25.512868064052384,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 0}",1
553,False,"{'a': 0.001, 'e': 0.5757970638904645}",25,15,-49.503062271825186,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
554,False,"{'a': 0.001, 'e': 0.5752215546291638}",30,0,-90.31351684686598,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
555,False,"{'a': 0.001, 'e': 0.5746466205894657}",20,8,11.492873795575983,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.001, 'e': 0.574072261196436}",20,3,-45.682091488141204,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
557,False,"{'a': 0.001, 'e': 0.5734984758757153}",20,0,-9.75827644731472,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
558,False,"{'a': 0.001, 'e': 0.5729252640535184}",30,13,-42.99247783725272,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
559,False,"{'a': 0.001, 'e': 0.5723526251566332}",30,0,-116.69651202192458,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
560,False,"{'a': 0.001, 'e': 0.5717805586124209}",25,8,-137.68386239026358,"{0: 8, 1: 3, 2: 3, 3: 1, 4: 2}",1
561,False,"{'a': 0.001, 'e': 0.5712090638488149}",25,18,7.231250188576851,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.001, 'e': 0.5706381402943203}",20,0,-43.55435530659977,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
563,False,"{'a': 0.001, 'e': 0.5700677873780134}",25,0,-15.442181148311104,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
564,False,"{'a': 0.001, 'e': 0.5694980045295416}",25,13,-42.203796211773636,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
565,False,"{'a': 0.001, 'e': 0.5689287911791218}",30,10,-40.73487787546374,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
566,False,"{'a': 0.001, 'e': 0.5683601467575404}",20,4,-124.4167578778271,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 2}",1
567,False,"{'a': 0.001, 'e': 0.5677920706961532}",20,0,-16.37272315023955,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
568,False,"{'a': 0.001, 'e': 0.5672245624268841}",20,12,-5.656991768689852,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.001, 'e': 0.5666576213822246}",20,0,-45.3766721621917,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
570,False,"{'a': 0.001, 'e': 0.5660912469952337}",20,0,-16.087727177784938,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
571,False,"{'a': 0.001, 'e': 0.5655254386995371}",25,11,-8.011276958015747,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
572,False,"{'a': 0.001, 'e': 0.5649601959293262}",20,8,17.459598900483133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.001, 'e': 0.5643955181193583}",25,0,1.904146712683865,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
574,False,"{'a': 0.001, 'e': 0.5638314047049556}",25,0,7.248158128022086,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
575,False,"{'a': 0.001, 'e': 0.5632678551220046}",20,8,-49.81216340357584,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
576,False,"{'a': 0.001, 'e': 0.5627048688069557}",20,6,1.331024504663469,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.001, 'e': 0.5621424451968224}",35,15,-65.00547783690911,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
578,False,"{'a': 0.001, 'e': 0.5615805837291813}",30,0,-96.24471144524456,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
579,False,"{'a': 0.001, 'e': 0.5610192838421706}",35,3,-187.16742018364818,"{0: 24, 1: 0, 2: 2, 3: 2, 4: 4}",1
580,False,"{'a': 0.001, 'e': 0.5604585449744904}",20,0,-24.094759504070087,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
581,False,"{'a': 0.001, 'e': 0.559898366565402}",25,7,1.2113618062874452,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
582,False,"{'a': 0.001, 'e': 0.5593387480547268}",25,4,-24.5767090704473,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
583,False,"{'a': 0.001, 'e': 0.5587796888828463}",20,0,-71.74057149775251,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
584,False,"{'a': 0.001, 'e': 0.5582211884907012}",20,9,-1.47002110558779,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
585,False,"{'a': 0.001, 'e': 0.5576632463197913}",25,7,-103.43628149282098,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
586,False,"{'a': 0.001, 'e': 0.5571058618121739}",25,0,-64.78495166914277,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
587,False,"{'a': 0.001, 'e': 0.5565490344104649}",25,17,-15.073106661216418,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
588,False,"{'a': 0.001, 'e': 0.5559927635578367}",25,10,11.45671850677005,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.001, 'e': 0.5554370486980182}",25,12,-31.290651720436824,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
590,False,"{'a': 0.001, 'e': 0.5548818892752949}",20,9,18.800133130167374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.001, 'e': 0.5543272847345071}",20,0,5.095172426887571,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
592,False,"{'a': 0.001, 'e': 0.5537732345210501}",20,9,-24.35342155688719,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
593,False,"{'a': 0.001, 'e': 0.5532197380808739}",20,16,6.463933926662907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.001, 'e': 0.5526667948604818}",20,1,6.918123609146998,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.001, 'e': 0.5521144043069306}",20,0,-46.81741973502022,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
596,False,"{'a': 0.001, 'e': 0.5515625658678298}",25,0,-31.85252652453252,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
597,False,"{'a': 0.001, 'e': 0.5510112789913407}",20,13,3.572079912338663,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.001, 'e': 0.5504605431261766}",30,12,-73.34837584527884,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
599,False,"{'a': 0.001, 'e': 0.5499103577216016}",20,5,-60.58024789803698,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
600,False,"{'a': 0.001, 'e': 0.54936072222743}",30,11,-42.874091075228954,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 0}",1
601,False,"{'a': 0.001, 'e': 0.5488116360940264}",20,14,-15.781595391673749,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
602,False,"{'a': 0.001, 'e': 0.5482630987723047}",20,0,4.3578204582604885,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
603,False,"{'a': 0.001, 'e': 0.5477151097137275}",20,7,17.925183266221964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.001, 'e': 0.5471676683703055}",20,7,8.289839412868362,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.001, 'e': 0.5466207741945976}",20,3,-45.83699773467701,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
606,False,"{'a': 0.001, 'e': 0.5460744266397094}",25,0,-47.83814597514316,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
607,False,"{'a': 0.001, 'e': 0.5455286251592933}",30,0,-239.4799975575851,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 4}",0
608,False,"{'a': 0.001, 'e': 0.544983369207548}",20,10,-23.967362776392573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
609,False,"{'a': 0.001, 'e': 0.5444386582392171}",25,0,-29.90815721749753,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
610,False,"{'a': 0.001, 'e': 0.5438944917095899}",20,0,-125.41090582937974,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
611,False,"{'a': 0.001, 'e': 0.5433508690744998}",25,8,-37.011949353411445,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
612,False,"{'a': 0.001, 'e': 0.542807789790324}",20,8,-44.92612858803372,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
613,False,"{'a': 0.001, 'e': 0.5422652533139832}",25,13,-41.21886891881125,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
614,False,"{'a': 0.001, 'e': 0.541723259102941}",25,6,-50.02979227972818,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
615,False,"{'a': 0.001, 'e': 0.5411818066152029}",20,12,-4.028712882702942,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.001, 'e': 0.5406408953093166}",20,0,-81.28952410059252,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
617,False,"{'a': 0.001, 'e': 0.5401005246443706}",25,10,-15.025487508969318,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
618,False,"{'a': 0.001, 'e': 0.5395606940799943}",30,12,31.83591604256829,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.001, 'e': 0.539021403076357}",20,0,-73.49206677219853,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
620,False,"{'a': 0.001, 'e': 0.5384826510941678}",25,7,-121.35544023055851,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 2}",1
621,False,"{'a': 0.001, 'e': 0.5379444375946745}",25,2,-57.02738777012724,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
622,False,"{'a': 0.001, 'e': 0.5374067620396636}",20,10,9.734300993189233,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.001, 'e': 0.5368696238914595}",20,0,-108.07014261131599,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
624,False,"{'a': 0.001, 'e': 0.5363330226129241}",25,11,-7.9478493770821395,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
625,False,"{'a': 0.001, 'e': 0.535796957667456}",30,0,-67.35290138997247,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
626,False,"{'a': 0.001, 'e': 0.5352614285189903}",20,10,5.717315623103056,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.001, 'e': 0.5347264346319975}",20,13,10.944036464455719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.001, 'e': 0.5341919754714841}",25,7,-36.18758361618954,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
629,False,"{'a': 0.001, 'e': 0.5336580505029906}",20,0,-62.38015399627466,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
630,False,"{'a': 0.001, 'e': 0.5331246591925921}",30,4,-114.57717015466359,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 1}",1
631,False,"{'a': 0.001, 'e': 0.5325918010068972}",25,13,-61.201880893361604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
632,False,"{'a': 0.001, 'e': 0.5320594754130477}",35,13,-55.655163384233724,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 0}",1
633,False,"{'a': 0.001, 'e': 0.5315276818787179}",20,0,-52.06399765904149,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
634,False,"{'a': 0.001, 'e': 0.5309964198721143}",25,0,-125.37493627171874,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
635,False,"{'a': 0.001, 'e': 0.5304656888619749}",30,10,20.34158719855347,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.001, 'e': 0.5299354883175685}",25,19,11.697423523087515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.001, 'e': 0.5294058177086945}",30,0,-210.8291422545742,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
638,False,"{'a': 0.001, 'e': 0.5288766765056825}",35,23,-22.597692005354844,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
639,False,"{'a': 0.001, 'e': 0.528348064179391}",20,16,7.3182484110108845,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.001, 'e': 0.5278199802012077}",20,0,12.853543452261285,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
641,False,"{'a': 0.001, 'e': 0.5272924240430485}",25,9,-19.55476903760713,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 0}",1
642,False,"{'a': 0.001, 'e': 0.5267653951773574}",25,15,-60.60388566112549,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
643,False,"{'a': 0.001, 'e': 0.5262388930771054}",25,14,13.262686508298092,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.001, 'e': 0.5257129172157903}",20,0,-123.71304352894178,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
645,False,"{'a': 0.001, 'e': 0.5251874670674361}",25,11,-92.44716779702048,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
646,False,"{'a': 0.001, 'e': 0.5246625421065929}",20,12,-22.438524966894036,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
647,False,"{'a': 0.001, 'e': 0.5241381418083354}",30,14,-55.31921612168919,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 0}",1
648,False,"{'a': 0.001, 'e': 0.5236142656482635}",20,0,-51.515788514156355,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
649,False,"{'a': 0.001, 'e': 0.5230909131025008}",20,13,12.6385270315344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.001, 'e': 0.5225680836476948}",20,0,-13.14972570780632,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
651,False,"{'a': 0.001, 'e': 0.522045776761016}",20,0,-95.25077067491279,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
652,False,"{'a': 0.001, 'e': 0.5215239919201575}",25,0,15.85749058360619,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
653,False,"{'a': 0.001, 'e': 0.5210027286033344}",20,0,-75.34482429901651,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
654,False,"{'a': 0.001, 'e': 0.5204819862892832}",20,13,6.104816566474918,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.001, 'e': 0.5199617644572618}",25,2,-28.470893681725542,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
656,False,"{'a': 0.001, 'e': 0.5194420625870482}",25,6,-12.13626077383914,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
657,False,"{'a': 0.001, 'e': 0.5189228801589404}",25,6,-104.02704240187575,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 2}",1
658,False,"{'a': 0.001, 'e': 0.5184042166537559}",35,25,11.982287201303194,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.001, 'e': 0.5178860715528314}",20,14,8.78497727860018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.001, 'e': 0.5173684443380216}",20,15,7.189083905431868,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.001, 'e': 0.5168513344916992}",30,12,10.449824680466412,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.001, 'e': 0.5163347414967544}",30,22,10.47421103987355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.001, 'e': 0.5158186648365941}",20,9,-19.312506562039346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
664,False,"{'a': 0.001, 'e': 0.5153031039951417}",30,5,-123.57465707167543,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",1
665,False,"{'a': 0.001, 'e': 0.5147880584568362}",30,24,9.65757837066712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.001, 'e': 0.5142735277066319}",20,5,-7.2208422519457995,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
667,False,"{'a': 0.001, 'e': 0.5137595112299983}",35,9,-74.22696424774979,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 1}",1
668,False,"{'a': 0.001, 'e': 0.5132460085129188}",30,22,1.09401441660524,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.001, 'e': 0.5127330190418905}",20,7,-5.291741501663229,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.001, 'e': 0.512220542303924}",20,0,-56.08433409032991,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
671,False,"{'a': 0.001, 'e': 0.5117085777865424}",30,0,-74.05932464345145,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
672,False,"{'a': 0.001, 'e': 0.5111971249777814}",20,0,-25.407572109621135,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
673,False,"{'a': 0.001, 'e': 0.5106861833661879}",20,1,-20.504427210252338,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
674,False,"{'a': 0.001, 'e': 0.5101757524408203}",30,0,-61.464868876592405,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
675,False,"{'a': 0.001, 'e': 0.5096658316912476}",25,12,-43.790636616587086,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
676,False,"{'a': 0.001, 'e': 0.5091564206075492}",25,0,-81.33128492184765,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
677,False,"{'a': 0.001, 'e': 0.5086475186803137}",20,14,-3.048326878529154,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.001, 'e': 0.5081391254006393}",20,0,-5.159837178976909,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
679,False,"{'a': 0.001, 'e': 0.5076312402601327}",35,0,-108.92367646296033,"{0: 24, 1: 3, 2: 5, 3: 2, 4: 1}",0
680,False,"{'a': 0.001, 'e': 0.5071238627509086}",20,14,-10.01614493810189,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
681,False,"{'a': 0.001, 'e': 0.5066169923655895}",25,11,-35.20348158966269,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
682,False,"{'a': 0.001, 'e': 0.5061106285973052}",25,0,-100.75289132814008,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
683,False,"{'a': 0.001, 'e': 0.5056047709396915}",20,1,-93.74236289922132,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 2}",1
684,False,"{'a': 0.001, 'e': 0.5050994188868908}",25,4,-11.593516150571928,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
685,False,"{'a': 0.001, 'e': 0.5045945719335512}",25,16,0.26275673646688036,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.001, 'e': 0.5040902295748255}",25,0,-56.242799908949294,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
687,False,"{'a': 0.001, 'e': 0.5035863913063714}",30,8,-120.62801042864423,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 3}",1
688,False,"{'a': 0.001, 'e': 0.5030830566243506}",20,3,-36.37525741639537,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
689,False,"{'a': 0.001, 'e': 0.5025802250254283}",20,0,-147.18088210145282,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
690,False,"{'a': 0.001, 'e': 0.502077896006773}",20,0,-39.30177778204728,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
691,False,"{'a': 0.001, 'e': 0.5015760690660555}",20,11,-35.15829434494977,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
692,False,"{'a': 0.001, 'e': 0.5010747437014489}",20,12,-0.9942823627069703,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.001, 'e': 0.5005739194116277}",20,11,-10.910690465504757,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.001, 'e': 0.5000735956957676}",20,8,-19.133385314414053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
695,False,"{'a': 0.001, 'e': 0.4995737720535449}",35,16,-6.163465757317524,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
696,False,"{'a': 0.001, 'e': 0.49907444798513595}",20,0,-19.342416523878377,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
697,False,"{'a': 0.001, 'e': 0.4985756229912165}",25,9,-25.437735456514798,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
698,False,"{'a': 0.001, 'e': 0.4980772965729616}",20,10,-54.028047602477145,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
699,False,"{'a': 0.001, 'e': 0.4975794682320448}",30,20,-17.611068202727132,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
700,False,"{'a': 0.001, 'e': 0.4970821374706377}",20,7,-48.93331845678742,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
701,False,"{'a': 0.001, 'e': 0.49658530379140947}",20,14,-43.81991636002564,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
702,False,"{'a': 0.001, 'e': 0.49608896669752645}",25,9,-8.912006524925676,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
703,False,"{'a': 0.001, 'e': 0.4955931256926514}",20,5,15.58273785773042,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.001, 'e': 0.4950977802809434}",25,0,-48.96752516165429,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
