trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1382,False,"{'a': 0.001, 'e': 0.251327100254054}",25,14,20.32205073165511,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.001, 'e': 0.25107589877547265}",20,8,14.012964070120884,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.001, 'e': 0.2508249483728111}",20,3,21.839448804994035,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.001, 'e': 0.25057424879511875}",20,13,13.210784047179304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.001, 'e': 0.2503237997916961}",20,6,21.70429071631956,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.001, 'e': 0.2500736011120941}",20,0,-30.939376921607497,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1388,False,"{'a': 0.001, 'e': 0.24982365250611405}",25,18,13.364713889955127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.001, 'e': 0.24957395372380728}",30,15,-97.06574636679177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 3}",1
1390,False,"{'a': 0.001, 'e': 0.2493245045154751}",25,5,-21.98968836294695,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1391,False,"{'a': 0.001, 'e': 0.24907530463166816}",25,11,27.724160120766793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.001, 'e': 0.24882635382318666}",30,20,-17.75147415658253,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1393,False,"{'a': 0.001, 'e': 0.24857765184107966}",30,20,-1.331015395297725,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1394,False,"{'a': 0.001, 'e': 0.24832919843664528}",30,17,12.833618112694323,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1395,False,"{'a': 0.001, 'e': 0.24808099336142997}",20,0,17.276997678911712,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1396,False,"{'a': 0.001, 'e': 0.24783303636722875}",20,16,9.65994649704054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.001, 'e': 0.2475853272060845}",25,13,19.611149008456323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.001, 'e': 0.24733786563028812}",25,8,7.846463823361153,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1399,False,"{'a': 0.001, 'e': 0.24709065139237796}",25,5,8.42212859467994,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1400,False,"{'a': 0.001, 'e': 0.24684368424513983}",25,15,12.956939325466589,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.001, 'e': 0.24659696394160643}",20,0,16.844565980490465,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1402,False,"{'a': 0.001, 'e': 0.24635049023505762}",20,0,-79.42422781039424,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1403,False,"{'a': 0.001, 'e': 0.2461042628790195}",20,15,2.3300910714897256,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.001, 'e': 0.2458582816272648}",25,13,3.6920203266177802,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1405,False,"{'a': 0.001, 'e': 0.2456125462338122}",20,8,15.191520622260573,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.001, 'e': 0.24536705645292634}",20,14,10.748035725086185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.001, 'e': 0.24512181203911731}",25,8,31.729674574675442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.001, 'e': 0.24487681274714082}",20,0,23.414295633501077,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1409,False,"{'a': 0.001, 'e': 0.2446320583319975}",30,19,9.697682539345806,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1410,False,"{'a': 0.001, 'e': 0.2443875485489328}",25,14,22.336508848465357,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.001, 'e': 0.2441432831534371}",35,7,-5.200969357865429,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 0}",1
1412,False,"{'a': 0.001, 'e': 0.24389926190124483}",30,11,-12.902761629653838,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1413,False,"{'a': 0.001, 'e': 0.24365548454833486}",25,5,-18.124568781302838,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1414,False,"{'a': 0.001, 'e': 0.24341195085092968}",20,11,17.915293471758368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.001, 'e': 0.24316866056549566}",25,20,10.83902899607326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.001, 'e': 0.24292561344874244}",20,8,21.77728869289006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.001, 'e': 0.24268280925762298}",25,11,7.732318767760132,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.001, 'e': 0.24244024774933293}",20,2,-45.473446427383585,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
1419,False,"{'a': 0.001, 'e': 0.2421979286813109}",20,0,0.07231590577490299,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1420,False,"{'a': 0.001, 'e': 0.24195585181123766}",20,0,4.281677819958411,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1421,False,"{'a': 0.001, 'e': 0.24171401689703645}",20,11,1.4176590219137308,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.001, 'e': 0.24147242369687225}",25,12,16.0392190290648,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1423,False,"{'a': 0.001, 'e': 0.24123107196915192}",30,20,17.214795929474786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.001, 'e': 0.24098996147252358}",25,0,-18.008493744252515,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
1425,False,"{'a': 0.001, 'e': 0.24074909196587688}",30,13,22.16044024827532,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.001, 'e': 0.24050846320834213}",25,5,-59.25624309069037,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
1427,False,"{'a': 0.001, 'e': 0.2402680749592907}",25,5,27.615323809169656,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.001, 'e': 0.2400279269783342}",20,6,10.893573518372882,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.001, 'e': 0.2397880190253247}",25,10,27.548002391372346,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.001, 'e': 0.2395483508603542}",20,11,14.475962291848731,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.001, 'e': 0.23930892224375455}",25,18,12.42376452573122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.001, 'e': 0.23906973293609704}",25,19,-7.655302665763895,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1433,False,"{'a': 0.001, 'e': 0.23883078269819244}",20,11,4.165107998492623,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'a': 0.001, 'e': 0.2385920712910904}",20,10,5.748823138750662,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1435,False,"{'a': 0.001, 'e': 0.23835359847607956}",25,0,32.190259383938184,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1436,False,"{'a': 0.001, 'e': 0.23811536401468703}",25,11,12.552713688134885,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1437,False,"{'a': 0.001, 'e': 0.2378773676686784}",20,10,7.013164820250383,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1438,False,"{'a': 0.001, 'e': 0.2376396092000572}",20,0,20.59478197393239,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.001, 'e': 0.23740208837106508}",25,7,-5.594525284532166,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
1440,False,"{'a': 0.001, 'e': 0.23716480494418105}",20,12,5.898942385910834,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1441,False,"{'a': 0.001, 'e': 0.23692775868212176}",20,7,-47.297339633042434,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
1442,False,"{'a': 0.001, 'e': 0.23669094934784088}",25,14,15.28380721670477,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.001, 'e': 0.2364543767045291}",30,12,22.20639484140384,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1444,False,"{'a': 0.001, 'e': 0.23621804051561368}",25,11,6.232707976194777,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1445,False,"{'a': 0.001, 'e': 0.23598194054475852}",30,6,0.4054804816244144,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1446,False,"{'a': 0.001, 'e': 0.23574607655586352}",20,9,10.63019413555479,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.001, 'e': 0.23551044831306475}",25,2,-11.608313018289959,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
1448,False,"{'a': 0.001, 'e': 0.2352750555807339}",25,11,23.16041530644799,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.001, 'e': 0.23503989812347828}",25,13,19.1838544540307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.001, 'e': 0.2348049757061403}",35,17,-5.426616875331046,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1451,False,"{'a': 0.001, 'e': 0.23457028809379765}",20,0,1.4357939407663776,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.001, 'e': 0.23433583505176261}",25,20,7.3226436484429644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.001, 'e': 0.2341016163455822}",25,0,-6.0856841763328,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1454,False,"{'a': 0.001, 'e': 0.23386763174103756}",20,8,9.450248124469345,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1455,False,"{'a': 0.001, 'e': 0.23363388100414423}",20,0,4.002792559978289,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1456,False,"{'a': 0.001, 'e': 0.23340036390115132}",20,11,19.445090824160776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.001, 'e': 0.2331670801985418}",25,14,12.427329505778468,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.001, 'e': 0.23293402966303187}",20,12,13.084444623155353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.001, 'e': 0.23270121206157107}",25,13,-46.043441350613904,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1460,False,"{'a': 0.001, 'e': 0.23246862716134165}",25,11,22.953288191999853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.001, 'e': 0.23223627472975883}",20,7,-35.747398585302825,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1462,False,"{'a': 0.001, 'e': 0.23200415453447004}",25,0,-12.997876430670965,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
1463,False,"{'a': 0.001, 'e': 0.23177226634335515}",20,16,6.448793657414955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.001, 'e': 0.2315406099245259}",20,3,3.1038267878272903,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1465,False,"{'a': 0.001, 'e': 0.23130918504632592}",25,17,-29.982621390738295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1466,False,"{'a': 0.001, 'e': 0.23107799147733019}",20,11,-3.488855251801329,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1467,False,"{'a': 0.001, 'e': 0.23084702898634524}",30,14,3.8506732326021726,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1468,False,"{'a': 0.001, 'e': 0.2306162973424085}",20,10,-36.682512014431715,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1469,False,"{'a': 0.001, 'e': 0.23038579631478834}",20,14,12.445981529737624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.001, 'e': 0.23015552567298364}",20,10,-49.38261638626598,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1471,False,"{'a': 0.001, 'e': 0.22992548518672384}",20,9,18.950840385108947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.001, 'e': 0.22969567462596835}",25,7,30.360162915115662,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.001, 'e': 0.22946609376090668}",25,8,-18.282910953709205,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1474,False,"{'a': 0.001, 'e': 0.22923674236195785}",20,10,-7.871907590851707,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1475,False,"{'a': 0.001, 'e': 0.2290076201997705}",25,15,-2.5148544115926494,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1476,False,"{'a': 0.001, 'e': 0.22877872704522242}",20,16,9.810199777133459,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.001, 'e': 0.2285500626694205}",30,15,12.21078550277598,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1478,False,"{'a': 0.001, 'e': 0.22832162684370022}",20,10,5.081261626378492,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1479,False,"{'a': 0.001, 'e': 0.22809341933962587}",25,5,-16.427910982448594,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
1480,False,"{'a': 0.001, 'e': 0.22786543992898983}",25,18,14.835619789082626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.001, 'e': 0.22763768838381274}",25,0,-51.92424191981271,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1482,False,"{'a': 0.001, 'e': 0.22741016447634296}",25,17,2.671771712406752,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1483,False,"{'a': 0.001, 'e': 0.22718286797905665}",25,10,-30.76307810651355,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1484,False,"{'a': 0.001, 'e': 0.22695579866465723}",25,17,10.774762733668773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.001, 'e': 0.22672895630607542}",35,16,26.650629898070346,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.001, 'e': 0.22650234067646874}",30,7,-34.946958866188396,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
1487,False,"{'a': 0.001, 'e': 0.2262759515492217}",25,9,17.781803494159284,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1488,False,"{'a': 0.001, 'e': 0.22604978869794498}",25,18,-5.45526967188184,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1489,False,"{'a': 0.001, 'e': 0.22582385189647586}",20,16,7.254574938809458,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.001, 'e': 0.22559814091887742}",25,14,19.133083810938228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.001, 'e': 0.22537265553943872}",25,18,3.116190876922301,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.001, 'e': 0.22514739553267432}",30,23,-26.95332390244561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1493,False,"{'a': 0.001, 'e': 0.22492236067332425}",25,10,21.38857363217528,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.001, 'e': 0.22469755073635353}",25,19,4.47656932325452,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.001, 'e': 0.22447296549695234}",30,18,21.039323853013173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.001, 'e': 0.22424860473053532}",20,6,-7.674965932274734,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1497,False,"{'a': 0.001, 'e': 0.22402446821274175}",25,10,-3.3880987655254615,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1498,False,"{'a': 0.001, 'e': 0.223800555719435}",20,2,-22.764932939635568,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1499,False,"{'a': 0.001, 'e': 0.22357686702670268}",30,8,-20.61241376101146,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
1500,False,"{'a': 0.001, 'e': 0.22335340191085598}",25,6,21.557632034740788,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1501,False,"{'a': 0.001, 'e': 0.22313016014842982}",20,1,14.12631774774886,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1502,False,"{'a': 0.001, 'e': 0.22290714151618238}",20,7,-55.09038199606279,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
1503,False,"{'a': 0.001, 'e': 0.22268434579109508}",20,8,-42.990438760634,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
1504,False,"{'a': 0.001, 'e': 0.22246177275037207}",30,11,33.493540191370656,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.001, 'e': 0.2222394221714404}",30,17,11.116105976915861,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1506,False,"{'a': 0.001, 'e': 0.22201729383194937}",20,10,20.617532057648948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.001, 'e': 0.22179538750977074}",25,12,-52.089904895708585,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
1508,False,"{'a': 0.001, 'e': 0.22157370298299803}",20,13,0.3278129425945151,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1509,False,"{'a': 0.001, 'e': 0.22135224002994683}",20,12,12.418052830189874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.001, 'e': 0.22113099842915407}",20,0,-30.879716930852688,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1511,False,"{'a': 0.001, 'e': 0.2209099779593782}",30,18,1.9086683750237634,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1512,False,"{'a': 0.001, 'e': 0.22068917839959865}",20,14,10.734775899274075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.001, 'e': 0.22046859952901593}",25,9,-51.35258040922811,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
1514,False,"{'a': 0.001, 'e': 0.22024824112705108}",25,6,0.7479193883023798,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1515,False,"{'a': 0.001, 'e': 0.22002810297334574}",20,3,31.299214460101282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.001, 'e': 0.21980818484776168}",20,13,13.35355862547598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.001, 'e': 0.21958848653038082}",20,2,23.70766627914859,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.001, 'e': 0.21936900780150476}",20,0,16.911629707369308,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1519,False,"{'a': 0.001, 'e': 0.2191497484416548}",30,17,-8.153059713508444,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
1520,False,"{'a': 0.001, 'e': 0.2189307082315715}",20,16,8.0348821288983,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.001, 'e': 0.21871188695221475}",30,24,13.474240845904898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.001, 'e': 0.21849328438476312}",20,9,20.4249778597927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.001, 'e': 0.21827490031061414}",25,18,16.525715056559125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.001, 'e': 0.2180567345113836}",25,10,2.3325288301824862,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1525,False,"{'a': 0.001, 'e': 0.21783878676890578}",20,6,-60.51752958631974,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
1526,False,"{'a': 0.001, 'e': 0.21762105686523284}",20,13,-27.577319467891193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1527,False,"{'a': 0.001, 'e': 0.21740354458263497}",20,6,-20.31660444871344,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1528,False,"{'a': 0.001, 'e': 0.21718624970359973}",25,15,16.630364738810435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.001, 'e': 0.21696917201083235}",25,16,15.89475053101138,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,False,"{'a': 0.001, 'e': 0.216752311287255}",30,17,9.095306693986723,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1531,False,"{'a': 0.001, 'e': 0.21653566731600707}",25,11,-8.001451710633974,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1532,False,"{'a': 0.001, 'e': 0.21631923988044444}",20,3,15.88067080192548,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1533,False,"{'a': 0.001, 'e': 0.21610302876413975}",35,20,-4.04110514330111,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1534,False,"{'a': 0.001, 'e': 0.2158870337508818}",20,0,-16.208385016633557,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1535,False,"{'a': 0.001, 'e': 0.21567125462467565}",30,24,12.81187479775329,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.001, 'e': 0.21545569116974203}",20,0,-50.84058860403348,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1537,False,"{'a': 0.001, 'e': 0.21524034317051757}",25,5,26.39105930119214,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1538,False,"{'a': 0.001, 'e': 0.21502521041165426}",25,20,11.475581390089342,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.001, 'e': 0.2148102926780192}",25,15,18.669871234780526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.001, 'e': 0.21459558975469478}",20,7,-63.28000525299909,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
1541,False,"{'a': 0.001, 'e': 0.21438110142697794}",20,12,5.464040766416163,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.001, 'e': 0.21416682748038046}",20,11,-36.06803160914237,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1543,False,"{'a': 0.001, 'e': 0.21395276770062824}",25,11,-66.84587792311133,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
1544,False,"{'a': 0.001, 'e': 0.2137389218736616}",20,2,13.925012877494696,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1545,False,"{'a': 0.001, 'e': 0.2135252897856346}",25,11,16.02761910818647,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.001, 'e': 0.21331187122291523}",25,9,22.906113429438324,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.001, 'e': 0.21309866597208482}",25,19,11.109223755285743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.001, 'e': 0.21288567381993817}",25,12,22.70148218037867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.001, 'e': 0.21267289455348304}",30,15,-30.760798156643816,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1550,False,"{'a': 0.001, 'e': 0.21246032795994024}",30,14,22.00667095375183,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.001, 'e': 0.21224797382674304}",25,15,12.434311821210876,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.001, 'e': 0.2120358319415374}",20,8,10.131254278036494,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1553,False,"{'a': 0.001, 'e': 0.21182390209218135}",30,14,-14.143793025796672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1554,False,"{'a': 0.001, 'e': 0.2116121840667451}",20,13,15.19654917282015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.001, 'e': 0.21140067765351048}",25,11,15.221564158575363,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.001, 'e': 0.21118938264097117}",25,0,26.18250104713239,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1557,False,"{'a': 0.001, 'e': 0.21097829881783206}",25,13,-2.271015874396017,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1558,False,"{'a': 0.001, 'e': 0.2107674259730094}",20,13,1.8532632024047593,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1559,False,"{'a': 0.001, 'e': 0.21055676389563024}",25,0,8.907159123547402,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1560,False,"{'a': 0.001, 'e': 0.21034631237503254}",25,15,14.578769147600266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.001, 'e': 0.21013607120076472}",20,0,14.846983916677623,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1562,False,"{'a': 0.001, 'e': 0.20992604016258565}",30,15,-69.85796104714778,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
1563,False,"{'a': 0.001, 'e': 0.2097162190504642}",25,16,15.687630037577017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
